119,    54140   42328, 1, 5, 2, 64, 95, 86156
120,    54032   42111, 1, 5, 2, 64, 95, 86156
121,    54556   42397, 1, 5, 2, 64, 95, 86156
122,    55092   43404, 1, 5, 2, 64, 95, 86156
123,    54417   42391, 1, 5, 2, 64, 95, 86156
124,    57398   41217, 1, 5, 2, 64, 95, 86156
125,    55169   42237, 1, 5, 2, 64, 95, 86156
126,    53973   44112, 1, 5, 2, 64, 95, 86156
127,    53795   43670, 1, 5, 2, 64, 95, 86156
128,    52409   41340, 1, 5, 2, 64, 95, 86156
129,    51167   45741, 1, 5, 2, 64, 95, 86156
130,    56804   43627, 1, 5, 2, 64, 95, 86156
131,    56299   42413, 1, 5, 2, 64, 95, 86156
132,    55062   43027, 1, 5, 2, 64, 95, 86156
133,    54716   43766, 1, 5, 2, 64, 95, 86156
134,    54943   41966, 1, 5, 2, 64, 95, 86156
135,    57196   43284, 1, 5, 2, 64, 95, 86156
136,    54033   40367, 1, 5, 2, 64, 95, 86156
137,    56416   42968, 1, 5, 2, 64, 95, 86156
138,    56087   43599, 1, 5, 2, 64, 95, 86156
139,    54414   44613, 1, 5, 2, 64, 95, 86156
140,    52304   42213, 1, 5, 2, 64, 95, 86156
141,    57416   43226, 1, 5, 2, 64, 95, 86156
142,    54876   42500, 1, 5, 2, 64, 95, 86156
143,    52495   41064, 1, 5, 2, 64, 95, 86156
144,    54272   43145, 1, 5, 2, 64, 95, 86156
145,    55984   40501, 1, 5, 2, 64, 95, 86156
146,    53322   41799, 1, 5, 2, 64, 95, 86156
147,    55053   43347, 1, 5, 2, 64, 95, 86156
148,    54308   42602, 1, 5, 2, 64, 95, 86156
149,    54091   44335, 1, 5, 2, 64, 95, 86156
150,    50545   49343, 1, 5, 2, 64, 95, 86156
151,    50711   50227, 1, 5, 2, 64, 95, 86156
152,    49983   48300, 1, 5, 2, 64, 95, 86156
153,    51327   46829, 1, 5, 2, 64, 95, 86156
154,    53980   49207, 1, 5, 2, 64, 95, 86156
155,    52846   50052, 1, 5, 2, 64, 95, 86156
156,    51816   47204, 1, 5, 2, 64, 95, 86156
157,    51421   49806, 1, 5, 2, 64, 95, 86156
158,    49762   47210, 1, 5, 2, 64, 95, 86156
159,    51564   50111, 1, 5, 2, 64, 95, 86156
160,    51541   48433, 1, 5, 2, 64, 95, 86156
161,    54602   50309, 1, 5, 2, 64, 95, 86156
162,    51116   48104, 1, 5, 2, 64, 95, 86156
163,    53307   51015, 1, 5, 2, 64, 95, 86156
164,    51683   49283, 1, 5, 2, 64, 95, 86156
165,    51485   48750, 1, 5, 2, 64, 95, 86156
166,    52477   50139, 1, 5, 2, 64, 95, 86156
167,    52872   50375, 1, 5, 2, 64, 95, 86156
168,    54275   48580, 1, 5, 2, 64, 95, 86156
169,    51460   49224, 1, 5, 2, 64, 95, 86156
170,    52073   50583, 1, 5, 2, 64, 95, 86156
171,    50778   50832, 1, 5, 2, 64, 95, 86156
172,    52994   49958, 1, 5, 2, 64, 95, 86156
173,    52103   49204, 1, 5, 2, 64, 95, 86156
174,    51076   50440, 1, 5, 2, 64, 95, 86156
175,    49868   50597, 1, 5, 2, 64, 95, 86156
176,    51122   48724, 1, 5, 2, 64, 95, 86156
177,    53609   48195, 1, 5, 2, 64, 95, 86156
178,    50862   48277, 1, 5, 2, 64, 95, 86156
179,    50697   47557, 1, 5, 2, 64, 95, 86156
180,    52531   50046, 1, 5, 2, 64, 95, 86156
181,    51759   49073, 1, 5, 2, 64, 95, 86156
182,    50162   50113, 1, 5, 2, 64, 95, 86156
183,    51046   51417, 1, 5, 2, 64, 95, 86156
184,    52256   47563, 1, 5, 2, 64, 95, 86156
185,    54748   47435, 1, 5, 2, 64, 95, 86156
186,    51069   50726, 1, 5, 2, 64, 95, 86156
187,    53561   46928, 1, 5, 2, 64, 95, 86156
188,    50745   51221, 1, 5, 2, 64, 95, 86156
189,    51125   52196, 1, 5, 2, 64, 95, 86156
190,    49630   48514, 1, 5, 2, 64, 95, 86156
191,    53771   49411, 1, 5, 2, 64, 95, 86156
192,    50498   50993, 1, 5, 2, 64, 95, 86156
193,    52768   50430, 1, 5, 2, 64, 95, 86156
194,    51476   50875, 1, 5, 2, 64, 95, 86156
195,    50128   50117, 1, 5, 2, 64, 95, 86156
196,    49685   48605, 1, 5, 2, 64, 95, 86156
197,    49164   46821, 1, 5, 2, 64, 95, 86156
198,    51674   48858, 1, 5, 2, 64, 95, 86156
199,    50230   49055, 1, 5, 2, 64, 95, 86156
200,    53145   48166, 1, 5, 2, 64, 95, 86156
201,    50617   48690, 1, 5, 2, 64, 95, 86156
202,    53365   47853, 1, 5, 2, 64, 95, 86156
203,    53322   49129, 1, 5, 2, 64, 95, 86156
204,    52899   49148, 1, 5, 2, 64, 95, 86156
205,    53498   48141, 1, 5, 2, 64, 95, 86156
206,    50423   47832, 1, 5, 2, 64, 95, 86156
207,    51377   48123, 1, 5, 2, 64, 95, 86156
208,    50843   49836, 1, 5, 2, 64, 95, 86156
209,    51344   48631, 1, 5, 2, 64, 95, 86156
210,    52620   47208, 1, 5, 2, 64, 95, 86156
211,    53300   49981, 1, 5, 2, 64, 95, 86156
212,    53300   50101, 1, 5, 2, 64, 95, 86156
213,    51333   48502, 1, 5, 2, 64, 95, 86156
214,    52533   48519, 1, 5, 2, 64, 95, 86156
215,    49164   49656, 1, 5, 2, 64, 95, 86156
216,    52172   50246, 1, 5, 2, 64, 95, 86156
217,    52323   49316, 1, 5, 2, 64, 95, 86156
218,    49154   48565, 1, 5, 2, 64, 95, 86156
219,    50651   49838, 1, 5, 2, 64, 95, 86156
220,    50835   50099, 1, 5, 2, 64, 95, 86156
221,    53742   49907, 1, 5, 2, 64, 95, 86156
222,    50691   50499, 1, 5, 2, 64, 95, 86156
223,    51354   46853, 1, 5, 2, 64, 95, 86156
224,    50952   49346, 1, 5, 2, 64, 95, 86156
225,    52105   49253, 1, 5, 2, 64, 95, 86156
226,    52045   48784, 1, 5, 2, 64, 95, 86156
227,    51808   47875, 1, 5, 2, 64, 95, 86156
228,    51536   50378, 1, 5, 2, 64, 95, 86156
229,    52080   46732, 1, 5, 2, 64, 95, 86156
230,    51189   50434, 1, 5, 2, 64, 95, 86156
231,    51798   48228, 1, 5, 2, 64, 95, 86156
232,    51985   49754, 1, 5, 2, 64, 95, 86156
233,    53241   53420, 1, 5, 2, 64, 95, 86156
234,    52899   48633, 1, 5, 2, 64, 95, 86156
235,    54090   49415, 1, 5, 2, 64, 95, 86156
236,    51910   50787, 1, 5, 2, 64, 95, 86156
237,    51162   51612, 1, 5, 2, 64, 95, 86156
238,    52155   50267, 1, 5, 2, 64, 95, 86156
239,    49469   49205, 1, 5, 2, 64, 95, 86156
240,    51308   49630, 1, 5, 2, 64, 95, 86156
241,    50307   51082, 1, 5, 2, 64, 95, 86156
242,    50059   45731, 1, 5, 2, 64, 95, 86156
243,    50244   48477, 1, 5, 2, 64, 95, 86156
244,    48977   47710, 1, 5, 2, 64, 95, 86156
245,    48661   50836, 1, 5, 2, 64, 95, 86156
246,    51554   51790, 1, 5, 2, 64, 95, 86156
247,    51397   50323, 1, 5, 2, 64, 95, 86156
248,    52757   50130, 1, 5, 2, 64, 95, 86156
249,    52164   47191, 1, 5, 2, 64, 95, 86156
250,    51089   48855, 1, 5, 2, 64, 95, 86156
251,    52166   48385, 1, 5, 2, 64, 95, 86156
252,    52613   50446, 1, 5, 2, 64, 95, 86156
253,    51235   49140, 1, 5, 2, 64, 95, 86156
254,    50455   50713, 1, 5, 2, 64, 95, 86156
255,    52393   49486, 1, 5, 2, 64, 95, 86156
256,    51011   48580, 1, 5, 2, 64, 95, 86156
257,    51294   48648, 1, 5, 2, 64, 95, 86156
258,    52558   50207, 1, 5, 2, 64, 95, 86156
259,    53182   51978, 1, 5, 2, 64, 95, 86156
260,    53694   51985, 1, 5, 2, 64, 95, 86156
261,    50822   48480, 1, 5, 2, 64, 95, 86156
262,    50663   49713, 1, 5, 2, 64, 95, 86156
263,    49538   51625, 1, 5, 2, 64, 95, 86156
264,    53264   48831, 1, 5, 2, 64, 95, 86156
265,    51545   48362, 1, 5, 2, 64, 95, 86156
266,    51808   52179, 1, 5, 2, 64, 95, 86156
267,    53242   51473, 1, 5, 2, 64, 95, 86156
268,    49352   49577, 1, 5, 2, 64, 95, 86156
269,    51610   48965, 1, 5, 2, 64, 95, 86156
270,    48381   48106, 1, 5, 2, 64, 95, 86156
271,    48715   49479, 1, 5, 2, 64, 95, 86156
272,    50929   50250, 1, 5, 2, 64, 95, 86156
273,    50452   48945, 1, 5, 2, 64, 95, 86156
274,    52903   49650, 1, 5, 2, 64, 95, 86156
275,    52902   50105, 1, 5, 2, 64, 95, 86156
276,    50369   49615, 1, 5, 2, 64, 95, 86156
277,    51003   48693, 1, 5, 2, 64, 95, 86156
278,    51586   49170, 1, 5, 2, 64, 95, 86156
279,    52214   50324, 1, 5, 2, 64, 95, 86156
280,    51815   49375, 1, 5, 2, 64, 95, 86156
281,    50015   49385, 1, 5, 2, 64, 95, 86156
282,    49968   44951, 1, 5, 2, 64, 95, 86156
283,    51274   51159, 1, 5, 2, 64, 95, 86156
284,    50139   48240, 1, 5, 2, 64, 95, 86156
285,    51568   48212, 1, 5, 2, 64, 95, 86156
286,    52094   49427, 1, 5, 2, 64, 95, 86156
287,    53771   49868, 1, 5, 2, 64, 95, 86156
288,    52696   51309, 1, 5, 2, 64, 95, 86156
289,    51353   50271, 1, 5, 2, 64, 95, 86156
290,    52110   48679, 1, 5, 2, 64, 95, 86156
291,    53065   49559, 1, 5, 2, 64, 95, 86156
292,    51243   49471, 1, 5, 2, 64, 95, 86156
293,    49158   47569, 1, 5, 2, 64, 95, 86156
294,    51589   53212, 1, 5, 2, 64, 95, 86156
295,    50716   50226, 1, 5, 2, 64, 95, 86156
296,    52917   51056, 1, 5, 2, 64, 95, 86156
297,    52046   47422, 1, 5, 2, 64, 95, 86156
298,    50183   48147, 1, 5, 2, 64, 95, 86156
299,    49685   50701, 1, 5, 2, 64, 95, 86156
300,    59637   45811, 1, 5, 2, 64, 95, 86156
301,    60147   45082, 1, 5, 2, 64, 95, 86156
302,    60025   50540, 1, 5, 2, 64, 95, 86156
303,    62099   45862, 1, 5, 2, 64, 95, 86156
304,    62457   44344, 1, 5, 2, 64, 95, 86156
305,    60734   45976, 1, 5, 2, 64, 95, 86156
306,    61654   45375, 1, 5, 2, 64, 95, 86156
307,    62737   46856, 1, 5, 2, 64, 95, 86156
308,    59434   45767, 1, 5, 2, 64, 95, 86156
309,    61383   46454, 1, 5, 2, 64, 95, 86156
310,    59180   45359, 1, 5, 2, 64, 95, 86156
311,    62661   46734, 1, 5, 2, 64, 95, 86156
312,    61930   45278, 1, 5, 2, 64, 95, 86156
313,    61909   46072, 1, 5, 2, 64, 95, 86156
314,    63957   47753, 1, 5, 2, 64, 95, 86156
315,    62033   45635, 1, 5, 2, 64, 95, 86156
316,    58244   45992, 1, 5, 2, 64, 95, 86156
317,    61159   45013, 1, 5, 2, 64, 95, 86156
318,    61495   46965, 1, 5, 2, 64, 95, 86156
319,    62011   48870, 1, 5, 2, 64, 95, 86156
320,    59014   46813, 1, 5, 2, 64, 95, 86156
321,    59953   46852, 1, 5, 2, 64, 95, 86156
322,    61075   46380, 1, 5, 2, 64, 95, 86156
323,    59978   45921, 1, 5, 2, 64, 95, 86156
324,    63518   45366, 1, 5, 2, 64, 95, 86156
325,    60662   45183, 1, 5, 2, 64, 95, 86156
326,    61917   49590, 1, 5, 2, 64, 95, 86156
327,    58162   45461, 1, 5, 2, 64, 95, 86156
328,    58656   47841, 1, 5, 2, 64, 95, 86156
329,    60103   43554, 1, 5, 2, 64, 95, 86156
330,    61360   46709, 1, 5, 2, 64, 95, 86156
331,    61576   48371, 1, 5, 2, 64, 95, 86156
332,    59026   46292, 1, 5, 2, 64, 95, 86156
333,    61555   46519, 1, 5, 2, 64, 95, 86156
334,    63261   45819, 1, 5, 2, 64, 95, 86156
335,    61252   48636, 1, 5, 2, 64, 95, 86156
336,    60366   46199, 1, 5, 2, 64, 95, 86156
337,    59988   48268, 1, 5, 2, 64, 95, 86156
338,    62906   45197, 1, 5, 2, 64, 95, 86156
339,    59397   44267, 1, 5, 2, 64, 95, 86156
340,    61898   46911, 1, 5, 2, 64, 95, 86156
341,    62684   47619, 1, 5, 2, 64, 95, 86156
342,    62113   46253, 1, 5, 2, 64, 95, 86156
343,    61034   48519, 1, 5, 2, 64, 95, 86156
344,    60097   49612, 1, 5, 2, 64, 95, 86156
345,    59797   43693, 1, 5, 2, 64, 95, 86156
346,    61500   44023, 1, 5, 2, 64, 95, 86156
347,    58569   46086, 1, 5, 2, 64, 95, 86156
348,    62098   48364, 1, 5, 2, 64, 95, 86156
349,    60135   46592, 1, 5, 2, 64, 95, 86156
350,    63119   45688, 1, 5, 2, 64, 95, 86156
351,    61016   47793, 1, 5, 2, 64, 95, 86156
352,    60779   47519, 1, 5, 2, 64, 95, 86156
353,    61530   46159, 1, 5, 2, 64, 95, 86156
354,    62512   46476, 1, 5, 2, 64, 95, 86156
355,    59835   47222, 1, 5, 2, 64, 95, 86156
356,    59495   47409, 1, 5, 2, 64, 95, 86156
357,    58468   48906, 1, 5, 2, 64, 95, 86156
358,    57948   47995, 1, 5, 2, 64, 95, 86156
359,    59107   48912, 1, 5, 2, 64, 95, 86156
360,    61258   46064, 1, 5, 2, 64, 95, 86156
361,    59691   47572, 1, 5, 2, 64, 95, 86156
362,    59628   46865, 1, 5, 2, 64, 95, 86156
363,    60173   48289, 1, 5, 2, 64, 95, 86156
364,    61201   45635, 1, 5, 2, 64, 95, 86156
365,    62400   45584, 1, 5, 2, 64, 95, 86156
366,    59578   48612, 1, 5, 2, 64, 95, 86156
367,    61786   44837, 1, 5, 2, 64, 95, 86156
368,    60755   44937, 1, 5, 2, 64, 95, 86156
369,    61942   46526, 1, 5, 2, 64, 95, 86156
370,    61501   45670, 1, 5, 2, 64, 95, 86156
371,    59458   47430, 1, 5, 2, 64, 95, 86156
372,    60630   47285, 1, 5, 2, 64, 95, 86156
373,    59370   48566, 1, 5, 2, 64, 95, 86156
374,    59677   46828, 1, 5, 2, 64, 95, 86156
375,    62217   43734, 1, 5, 2, 64, 95, 86156
376,    59962   46140, 1, 5, 2, 64, 95, 86156
377,    59247   43976, 1, 5, 2, 64, 95, 86156
378,    62951   43581, 1, 5, 2, 64, 95, 86156
379,    64197   46477, 1, 5, 2, 64, 95, 86156
380,    58954   45292, 1, 5, 2, 64, 95, 86156
381,    62130   43638, 1, 5, 2, 64, 95, 86156
382,    61766   44822, 1, 5, 2, 64, 95, 86156
383,    61211   44484, 1, 5, 2, 64, 95, 86156
384,    62982   45314, 1, 5, 2, 64, 95, 86156
385,    60461   46738, 1, 5, 2, 64, 95, 86156
386,    61434   46270, 1, 5, 2, 64, 95, 86156
387,    60185   48738, 1, 5, 2, 64, 95, 86156
388,    60602   44756, 1, 5, 2, 64, 95, 86156
389,    62991   49882, 1, 5, 2, 64, 95, 86156
390,    60817   46350, 1, 5, 2, 64, 95, 86156
391,    59524   46701, 1, 5, 2, 64, 95, 86156
392,    61589   48446, 1, 5, 2, 64, 95, 86156
393,    63760   44658, 1, 5, 2, 64, 95, 86156
394,    62292   48885, 1, 5, 2, 64, 95, 86156
395,    63074   47510, 1, 5, 2, 64, 95, 86156
396,    60573   45064, 1, 5, 2, 64, 95, 86156
397,    62195   46716, 1, 5, 2, 64, 95, 86156
398,    58990   47402, 1, 5, 2, 64, 95, 86156
399,    58730   46167, 1, 5, 2, 64, 95, 86156
400,    61872   46473, 1, 5, 2, 64, 95, 86156
401,    62583   48197, 1, 5, 2, 64, 95, 86156
402,    63311   44483, 1, 5, 2, 64, 95, 86156
403,    61267   46010, 1, 5, 2, 64, 95, 86156
404,    59364   48273, 1, 5, 2, 64, 95, 86156
405,    61827   44599, 1, 5, 2, 64, 95, 86156
406,    58938   46819, 1, 5, 2, 64, 95, 86156
407,    60129   46161, 1, 5, 2, 64, 95, 86156
408,    56623   47837, 1, 5, 2, 64, 95, 86156
409,    60470   45222, 1, 5, 2, 64, 95, 86156
410,    61691   45495, 1, 5, 2, 64, 95, 86156
411,    60109   43495, 1, 5, 2, 64, 95, 86156
412,    58717   46859, 1, 5, 2, 64, 95, 86156
413,    58565   46331, 1, 5, 2, 64, 95, 86156
414,    60601   47937, 1, 5, 2, 64, 95, 86156
415,    62566   49149, 1, 5, 2, 64, 95, 86156
416,    61903   46451, 1, 5, 2, 64, 95, 86156
417,    61782   47084, 1, 5, 2, 64, 95, 86156
418,    61954   45907, 1, 5, 2, 64, 95, 86156
419,    62345   47091, 1, 5, 2, 64, 95, 86156
420,    58264   45640, 1, 5, 2, 64, 95, 86156
421,    61303   48326, 1, 5, 2, 64, 95, 86156
422,    58773   43499, 1, 5, 2, 64, 95, 86156
423,    63086   47075, 1, 5, 2, 64, 95, 86156
424,    63081   47684, 1, 5, 2, 64, 95, 86156
425,    60204   46955, 1, 5, 2, 64, 95, 86156
426,    60597   46399, 1, 5, 2, 64, 95, 86156
427,    59077   48115, 1, 5, 2, 64, 95, 86156
428,    61768   44391, 1, 5, 2, 64, 95, 86156
429,    58976   45060, 1, 5, 2, 64, 95, 86156
430,    60989   47257, 1, 5, 2, 64, 95, 86156
431,    61190   47066, 1, 5, 2, 64, 95, 86156
432,    60972   46551, 1, 5, 2, 64, 95, 86156
433,    60077   44786, 1, 5, 2, 64, 95, 86156
434,    61432   46817, 1, 5, 2, 64, 95, 86156
435,    62600   45672, 1, 5, 2, 64, 95, 86156
436,    61396   48168, 1, 5, 2, 64, 95, 86156
437,    62082   46029, 1, 5, 2, 64, 95, 86156
438,    62480   45840, 1, 5, 2, 64, 95, 86156
439,    60049   45388, 1, 5, 2, 64, 95, 86156
440,    59918   48366, 1, 5, 2, 64, 95, 86156
441,    62084   45119, 1, 5, 2, 64, 95, 86156
442,    60707   46058, 1, 5, 2, 64, 95, 86156
443,    60634   45826, 1, 5, 2, 64, 95, 86156
444,    63489   44063, 1, 5, 2, 64, 95, 86156
445,    62451   48261, 1, 5, 2, 64, 95, 86156
446,    62426   44954, 1, 5, 2, 64, 95, 86156
447,    61782   49028, 1, 5, 2, 64, 95, 86156
448,    61595   47677, 1, 5, 2, 64, 95, 86156
449,    62779   47041, 1, 5, 2, 64, 95, 86156
450,    59953   50937, 1, 5, 2, 64, 95, 86156
451,    60526   53180, 1, 5, 2, 64, 95, 86156
452,    58802   53819, 1, 5, 2, 64, 95, 86156
453,    62297   52300, 1, 5, 2, 64, 95, 86156
454,    58604   54336, 1, 5, 2, 64, 95, 86156
455,    60766   55324, 1, 5, 2, 64, 95, 86156
456,    58238   51102, 1, 5, 2, 64, 95, 86156
457,    60125   49071, 1, 5, 2, 64, 95, 86156
458,    59177   52894, 1, 5, 2, 64, 95, 86156
459,    61205   52646, 1, 5, 2, 64, 95, 86156
460,    59620   53606, 1, 5, 2, 64, 95, 86156
461,    61566   53795, 1, 5, 2, 64, 95, 86156
462,    62010   50563, 1, 5, 2, 64, 95, 86156
463,    55811   52761, 1, 5, 2, 64, 95, 86156
464,    57938   52825, 1, 5, 2, 64, 95, 86156
465,    62783   52794, 1, 5, 2, 64, 95, 86156
466,    59198   52561, 1, 5, 2, 64, 95, 86156
467,    59786   51948, 1, 5, 2, 64, 95, 86156
468,    60902   55082, 1, 5, 2, 64, 95, 86156
469,    60679   50894, 1, 5, 2, 64, 95, 86156
470,    63223   53981, 1, 5, 2, 64, 95, 86156
471,    60586   48986, 1, 5, 2, 64, 95, 86156
472,    61159   54532, 1, 5, 2, 64, 95, 86156
473,    61033   52468, 1, 5, 2, 64, 95, 86156
474,    61475   53918, 1, 5, 2, 64, 95, 86156
475,    62169   51916, 1, 5, 2, 64, 95, 86156
476,    58904   53725, 1, 5, 2, 64, 95, 86156
477,    60531   53274, 1, 5, 2, 64, 95, 86156
478,    61442   51792, 1, 5, 2, 64, 95, 86156
479,    60235   52007, 1, 5, 2, 64, 95, 86156
480,    58915   50231, 1, 5, 2, 64, 95, 86156
481,    62109   50367, 1, 5, 2, 64, 95, 86156
482,    59971   53488, 1, 5, 2, 64, 95, 86156
483,    60369   52563, 1, 5, 2, 64, 95, 86156
484,    57329   51751, 1, 5, 2, 64, 95, 86156
485,    59933   56156, 1, 5, 2, 64, 95, 86156
486,    61775   53359, 1, 5, 2, 64, 95, 86156
487,    61599   53671, 1, 5, 2, 64, 95, 86156
488,    60106   49519, 1, 5, 2, 64, 95, 86156
489,    57978   52975, 1, 5, 2, 64, 95, 86156
490,    63057   51681, 1, 5, 2, 64, 95, 86156
491,    61776   51655, 1, 5, 2, 64, 95, 86156
492,    62364   50648, 1, 5, 2, 64, 95, 86156
493,    60327   51525, 1, 5, 2, 64, 95, 86156
494,    59857   53804, 1, 5, 2, 64, 95, 86156
495,    59856   50041, 1, 5, 2, 64, 95, 86156
496,    58313   52980, 1, 5, 2, 64, 95, 86156
497,    62549   54640, 1, 5, 2, 64, 95, 86156
498,    59146   54829, 1, 5, 2, 64, 95, 86156
499,    61469   51409, 1, 5, 2, 64, 95, 86156
